"Localidade";"Ano";"Produto Interno Bruto a Preços Correntes - PIB (R$ mil)";"Produto Interno Bruto per Capita (R$)";"Valor Adicionado Bruto a Preços Básicos - Total (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Agropecuária (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Indústria (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Serviços (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Administração Pública (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Impostos (R$ mil)"
"Mossâmedes";"2010";"49.868";"9.963,67";"47.619";"20.539";"3.734";"10.363";"12.983";"2.249"
"Mossâmedes";"2011";"77.698";"15.706,00";"74.556";"38.574";"8.085";"13.857";"14.040";"3.141"
"Mossâmedes";"2012";"59.386";"12.149,40";"56.302";"22.566";"5.463";"13.726";"14.547";"3.084"
"Mossâmedes";"2013";"68.335";"13.832,98";"65.058";"28.079";"5.737";"14.426";"16.815";"3.277"
"Mossâmedes";"2014";"74.244";"15.220,20";"70.684";"29.485";"5.395";"16.846";"18.958";"3.560"
"Mossâmedes";"2015";"74.852";"15.539,13";"71.396";"30.606";"4.928";"16.107";"19.754";"3.456"
"Mossâmedes";"2016";"78.818";"16.565,28";"75.156";"32.825";"4.925";"16.699";"20.706";"3.662"
"Mozarlândia";"2002";"94.885";"...";"83.297";"13.978";"27.898";"41.421";"10.510";"11.588"
"Mozarlândia";"2003";"131.341";"...";"114.248";"15.736";"45.650";"52.862";"12.790";"17.093"
"Mozarlândia";"2004";"149.060";"...";"130.062";"15.531";"54.999";"59.532";"15.535";"18.998"
"Mozarlândia";"2005";"177.128";"...";"155.824";"12.979";"73.117";"69.728";"17.571";"21.304"
"Mozarlândia";"2006";"239.724";"...";"212.771";"12.130";"106.745";"93.895";"19.424";"26.953"
"Mozarlândia";"2007";"257.450";"...";"228.308";"14.930";"111.679";"101.699";"24.400";"29.142"
"Mozarlândia";"2008";"263.541";"...";"231.599";"18.725";"107.077";"105.796";"29.944";"31.943"
"Mozarlândia";"2009";"296.170";"...";"262.258";"21.510";"117.927";"122.821";"30.000";"33.911"
"Mozarlândia";"2010";"279.972";"20.888,76";"247.803";"27.194";"98.356";"88.242";"34.011";"32.169"
"Mozarlândia";"2011";"324.647";"23.915,05";"285.054";"29.207";"119.022";"99.257";"37.567";"39.592"
"Mozarlândia";"2012";"406.436";"29.582,65";"361.647";"31.193";"165.041";"123.445";"41.968";"44.790"
"Mozarlândia";"2013";"473.714";"32.988,41";"426.242";"34.322";"208.121";"135.335";"48.463";"47.472"
"Mozarlândia";"2014";"467.610";"32.120,47";"410.254";"38.532";"156.595";"157.786";"57.340";"57.356"
"Mozarlândia";"2015";"555.270";"37.640,35";"487.908";"44.333";"198.136";"186.986";"58.452";"67.363"
"Mozarlândia";"2016";"458.892";"30.713,58";"407.737";"48.657";"143.185";"154.777";"61.117";"51.154"
"Mundo Novo";"2002";"30.689";"...";"29.151";"13.135";"878";"15.139";"9.084";"1.537"
"Mundo Novo";"2003";"37.065";"...";"34.867";"15.766";"1.387";"17.714";"10.140";"2.198"
"Mundo Novo";"2004";"41.681";"...";"39.595";"18.120";"1.491";"19.984";"11.695";"2.087"
"Mundo Novo";"2005";"41.078";"...";"38.825";"14.661";"1.278";"22.887";"13.550";"2.253"
"Mundo Novo";"2006";"41.519";"...";"39.186";"12.878";"1.481";"24.827";"14.611";"2.333"
"Mundo Novo";"2007";"45.467";"...";"43.184";"16.237";"2.021";"24.926";"13.885";"2.283"
"Mundo Novo";"2008";"52.319";"...";"49.848";"21.018";"1.548";"27.282";"15.467";"2.471"
"Mundo Novo";"2009";"55.831";"...";"53.473";"24.923";"1.566";"26.984";"14.519";"2.358"
"Mundo Novo";"2010";"68.409";"10.652,36";"65.232";"30.469";"4.244";"14.202";"16.317";"3.177"
"Mundo Novo";"2011";"73.320";"11.619,61";"69.745";"32.476";"3.153";"15.943";"18.172";"3.575"
"Mundo Novo";"2012";"81.605";"13.191,90";"77.706";"36.842";"3.353";"17.848";"19.663";"3.899"
"Mundo Novo";"2013";"88.002";"14.239,74";"83.872";"39.852";"4.181";"18.547";"21.292";"4.129"
"Mundo Novo";"2014";"93.283";"15.428,91";"89.069";"39.020";"4.510";"20.575";"24.965";"4.215"
"Mundo Novo";"2015";"100.816";"17.047,03";"95.724";"43.312";"4.175";"23.780";"24.457";"5.092"
"Mundo Novo";"2016";"105.252";"18.190,80";"100.104";"46.697";"4.427";"23.892";"25.088";"5.148"
"Mutunópolis";"2002";"13.266";"...";"12.628";"5.851";"379";"6.397";"3.793";"638"
"Mutunópolis";"2003";"16.227";"...";"15.416";"7.292";"462";"7.662";"4.500";"810"
"Mutunópolis";"2004";"17.565";"...";"16.685";"7.681";"558";"8.446";"5.002";"880"
"Mutunópolis";"2005";"19.801";"...";"18.881";"6.809";"613";"11.459";"7.081";"920"
"Mutunópolis";"2006";"19.744";"...";"18.825";"6.250";"748";"11.826";"7.110";"919"
"Mutunópolis";"2007";"23.006";"...";"21.991";"7.387";"869";"13.734";"8.423";"1.015"
"Mutunópolis";"2008";"28.431";"...";"27.172";"9.865";"946";"16.361";"9.768";"1.259"
"Mutunópolis";"2009";"29.180";"...";"28.129";"10.992";"985";"16.152";"9.885";"1.051"
"Mutunópolis";"2010";"33.231";"8.649,45";"31.382";"12.789";"1.345";"6.339";"10.908";"1.849"
"Mutunópolis";"2011";"37.231";"9.692,95";"34.594";"13.745";"1.459";"7.225";"12.164";"2.637"
"Mutunópolis";"2012";"38.653";"10.084,22";"37.103";"13.839";"1.504";"8.304";"13.457";"1.550"
"Mutunópolis";"2013";"43.335";"11.032,32";"41.720";"15.592";"1.989";"8.785";"15.354";"1.615"
"Mutunópolis";"2014";"51.601";"13.156,70";"49.102";"18.692";"2.373";"11.300";"16.736";"2.499"
"Mutunópolis";"2015";"56.245";"14.359,21";"53.859";"22.960";"1.981";"11.758";"17.160";"2.386"
"Mutunópolis";"2016";"59.145";"15.122,79";"56.593";"24.345";"2.110";"12.182";"17.957";"2.552"
"Nazário";"2002";"31.776";"...";"29.107";"5.108";"5.199";"18.800";"6.835";"2.669"
"Nazário";"2003";"38.775";"...";"35.461";"5.781";"7.068";"22.611";"8.363";"3.314"
"Nazário";"2004";"46.835";"...";"42.679";"6.987";"12.332";"23.360";"9.383";"4.156"
"Nazário";"2005";"53.063";"...";"48.105";"5.223";"16.976";"25.905";"10.178";"4.958"
"Nazário";"2006";"59.190";"...";"53.591";"6.007";"15.222";"32.363";"11.495";"5.599"
"Nazário";"2007";"61.702";"...";"56.311";"7.268";"16.067";"32.975";"12.913";"5.391"
"Nazário";"2008";"71.981";"...";"65.922";"11.561";"17.647";"36.714";"14.986";"6.059"
"Nazário";"2009";"85.214";"...";"78.481";"13.681";"23.811";"40.989";"15.816";"6.733"
"Nazário";"2010";"91.495";"11.619,93";"83.965";"13.090";"24.680";"27.160";"19.034";"7.531"
"Nazário";"2011";"109.010";"13.677,52";"99.308";"16.770";"31.634";"30.878";"20.026";"9.702"
"Nazário";"2012";"112.153";"13.911,30";"101.531";"17.683";"25.981";"36.511";"21.357";"10.622"
"Nazário";"2013";"129.760";"15.409,15";"118.261";"19.758";"35.930";"37.805";"24.768";"11.499"
"Nazário";"2014";"140.161";"16.427,65";"126.529";"19.476";"34.142";"44.559";"28.351";"13.632"
"Nazário";"2015";"159.338";"18.439,73";"142.436";"22.103";"39.806";"50.290";"30.237";"16.902"
"Nazário";"2016";"167.449";"19.143,56";"150.280";"24.858";"42.067";"51.176";"32.180";"17.168"
"Nerópolis";"2002";"156.320";"...";"127.403";"5.971";"49.540";"71.893";"22.599";"28.917"
"Nerópolis";"2003";"188.384";"...";"152.946";"7.431";"59.987";"85.528";"26.590";"35.438"
"Nerópolis";"2004";"208.591";"...";"169.036";"7.854";"71.915";"89.268";"25.404";"39.554"
"Nerópolis";"2005";"234.799";"...";"196.410";"7.120";"81.696";"107.593";"32.368";"38.389"
"Nerópolis";"2006";"272.545";"...";"230.842";"6.270";"89.749";"134.823";"36.730";"41.703"
"Nerópolis";"2007";"277.660";"...";"235.129";"7.961";"91.318";"135.850";"38.028";"42.530"
"Nerópolis";"2008";"311.088";"...";"264.237";"7.643";"100.059";"156.536";"42.618";"46.851"
"Nerópolis";"2009";"348.753";"...";"300.896";"8.766";"118.288";"173.842";"46.003";"47.857"
"Nerópolis";"2010";"391.464";"16.183,55";"340.549";"10.218";"126.664";"141.645";"62.022";"50.915"
"Nerópolis";"2011";"442.116";"17.940,85";"380.772";"10.046";"137.929";"161.054";"71.743";"61.344"
"Nerópolis";"2012";"543.697";"21.694,95";"472.114";"15.030";"186.791";"191.982";"78.311";"71.583"
"Nerópolis";"2013";"619.302";"23.490,45";"533.657";"23.074";"217.500";"201.056";"92.027";"85.645"
"Nerópolis";"2014";"600.481";"22.358,46";"516.436";"23.784";"159.697";"228.602";"104.353";"84.045"
"Nerópolis";"2015";"633.954";"23.186,95";"546.451";"22.611";"155.877";"255.528";"112.435";"87.503"
"Nerópolis";"2016";"645.483";"23.208,78";"564.020";"20.288";"162.172";"260.356";"121.205";"81.462"
"Niquelândia";"2002";"387.753";"...";"352.524";"33.570";"178.536";"140.417";"45.226";"35.229"
"Niquelândia";"2003";"475.516";"...";"424.674";"37.701";"227.871";"159.102";"48.181";"50.842"
"Niquelândia";"2004";"577.197";"...";"508.876";"53.377";"271.560";"183.938";"55.804";"68.321"
"Niquelândia";"2005";"653.384";"...";"596.905";"44.132";"335.220";"217.554";"65.078";"56.479"
"Niquelândia";"2006";"780.830";"...";"718.942";"41.783";"413.797";"263.362";"70.489";"61.887"
"Niquelândia";"2007";"1.101.210";"...";"1.027.232";"49.021";"648.865";"329.346";"81.879";"73.978"
"Niquelândia";"2008";"847.887";"...";"778.078";"68.660";"392.178";"317.240";"89.197";"69.810"
"Niquelândia";"2009";"810.949";"...";"762.762";"67.320";"392.219";"303.223";"96.574";"48.187"
"Niquelândia";"2010";"770.876";"18.189,63";"716.363";"73.035";"309.681";"216.324";"117.323";"54.514"
"Niquelândia";"2011";"964.785";"22.619,92";"902.787";"97.692";"421.093";"259.546";"124.455";"61.998"
"Niquelândia";"2012";"1.055.891";"24.593,93";"1.002.607";"127.944";"456.663";"290.000";"128.001";"53.284"
"Niquelândia";"2013";"1.046.316";"23.491,60";"988.957";"163.574";"395.670";"281.017";"148.696";"57.359"
"Niquelândia";"2014";"1.026.825";"22.871,71";"968.733";"134.243";"360.316";"304.337";"169.837";"58.092"
"Niquelândia";"2015";"1.197.650";"26.471,51";"1.131.465";"156.645";"451.205";"333.353";"190.262";"66.185"
"Niquelândia";"2016";"932.779";"20.463,76";"870.441";"119.985";"270.382";"290.087";"189.987";"62.338"
"Nova América";"2002";"8.476";"...";"8.114";"2.365";"315";"5.434";"3.565";"362"
"Nova América";"2003";"9.564";"...";"9.111";"2.590";"359";"6.162";"4.042";"453"
"Nova América";"2004";"10.466";"...";"10.014";"2.809";"429";"6.776";"4.459";"452"
"Nova América";"2005";"11.059";"...";"10.560";"2.620";"438";"7.503";"4.902";"498"
"Nova América";"2006";"11.868";"...";"11.323";"2.297";"632";"8.394";"5.399";"545"
"Nova América";"2007";"13.998";"...";"13.407";"3.049";"750";"9.609";"6.348";"590"
"Nova América";"2008";"15.560";"...";"14.941";"3.301";"716";"10.923";"7.357";"619"
"Nova América";"2009";"16.151";"...";"15.414";"3.714";"755";"10.944";"6.775";"738"
"Nova América";"2010";"20.316";"9.013,11";"19.103";"4.712";"1.121";"5.210";"8.060";"1.213"
"Nova América";"2011";"22.693";"10.018,79";"21.525";"5.716";"1.085";"5.553";"9.171";"1.167"
"Nova América";"2012";"24.474";"10.776,73";"23.251";"6.234";"1.028";"6.249";"9.740";"1.223"
"Nova América";"2013";"27.748";"11.847,83";"26.363";"7.577";"1.405";"6.416";"10.965";"1.384"
"Nova América";"2014";"32.098";"13.658,65";"30.378";"8.499";"2.005";"8.048";"11.826";"1.719"
"Nova América";"2015";"35.182";"14.920,34";"33.414";"9.701";"2.460";"8.463";"12.790";"1.768"
"Nova América";"2016";"35.821";"15.139,76";"34.100";"11.325";"1.432";"8.157";"13.186";"1.721"
"Nova Aurora";"2002";"8.561";"...";"8.077";"2.095";"318";"5.664";"3.231";"483"
"Nova Aurora";"2003";"10.416";"...";"9.757";"2.614";"420";"6.724";"3.722";"659"
"Nova Aurora";"2004";"11.323";"...";"10.649";"3.000";"491";"7.157";"3.824";"675"
"Nova Aurora";"2005";"12.593";"...";"11.837";"2.955";"530";"8.352";"4.535";"756"
"Nova Aurora";"2006";"13.377";"...";"12.544";"2.676";"734";"9.134";"4.791";"834"
"Nova Aurora";"2007";"16.123";"...";"14.839";"3.122";"866";"10.851";"5.727";"1.284"
"Nova Aurora";"2008";"21.224";"...";"19.514";"4.059";"1.207";"14.248";"6.852";"1.710"
"Nova Aurora";"2009";"30.430";"...";"29.146";"5.599";"9.906";"13.641";"5.682";"1.284"
"Nova Aurora";"2010";"21.485";"10.384,45";"20.298";"6.327";"1.085";"6.290";"6.596";"1.188"
"Nova Aurora";"2011";"26.150";"12.614,70";"24.781";"9.143";"1.137";"6.638";"7.862";"1.370"
"Nova Aurora";"2012";"26.281";"12.617,07";"25.075";"8.702";"1.131";"6.628";"8.614";"1.206"
"Nova Aurora";"2013";"31.968";"14.834,18";"30.463";"11.843";"1.646";"7.691";"9.283";"1.504"
"Nova Aurora";"2014";"35.741";"16.485,72";"34.175";"12.052";"3.399";"8.519";"10.206";"1.566"
"Nova Aurora";"2015";"44.496";"20.401,48";"42.825";"13.681";"9.275";"8.940";"10.929";"1.671"
"Nova Aurora";"2016";"48.427";"22.072,55";"46.729";"12.306";"13.727";"9.220";"11.476";"1.698"
"Nova Crixás";"2002";"70.748";"...";"67.159";"41.270";"1.586";"24.303";"11.359";"3.590"
"Nova Crixás";"2003";"86.474";"...";"81.564";"49.711";"2.655";"29.199";"12.870";"4.910"
"Nova Crixás";"2004";"95.336";"...";"90.518";"53.493";"3.479";"33.547";"15.427";"4.817"
"Nova Crixás";"2005";"91.980";"...";"86.632";"45.001";"3.433";"38.198";"17.689";"5.348"
"Nova Crixás";"2006";"94.236";"...";"88.756";"41.163";"3.943";"43.649";"18.602";"5.480"
"Nova Crixás";"2007";"114.645";"...";"108.826";"51.267";"4.749";"52.811";"23.811";"5.819"
"Nova Crixás";"2008";"141.061";"...";"134.278";"68.991";"5.795";"59.492";"26.633";"6.783"
"Nova Crixás";"2009";"157.981";"...";"151.229";"80.200";"5.956";"65.072";"27.861";"6.753"
"Nova Crixás";"2010";"192.814";"16.187,93";"183.778";"99.213";"7.197";"45.877";"31.492";"9.036"
"Nova Crixás";"2011";"210.248";"17.529,46";"199.402";"104.562";"7.670";"51.616";"35.553";"10.846"
"Nova Crixás";"2012";"238.093";"19.745,62";"226.487";"115.371";"9.675";"61.569";"39.871";"11.606"
"Nova Crixás";"2013";"259.161";"20.752,79";"246.787";"126.370";"10.420";"66.460";"43.537";"12.374"
"Nova Crixás";"2014";"292.040";"23.231,26";"276.545";"141.849";"8.758";"75.965";"49.972";"15.495"
"Nova Crixás";"2015";"335.628";"26.525,53";"320.446";"169.524";"10.941";"85.961";"54.021";"15.181"
"Nova Crixás";"2016";"372.311";"29.242,11";"355.682";"192.486";"11.924";"95.439";"55.833";"16.628"
"Nova Glória";"2002";"70.369";"...";"66.409";"8.454";"32.213";"25.742";"9.460";"3.960"
"Nova Glória";"2003";"64.970";"...";"61.201";"13.639";"22.130";"25.433";"9.961";"3.768"
"Nova Glória";"2004";"49.801";"...";"47.189";"14.325";"8.143";"24.720";"11.169";"2.612"
"Nova Glória";"2005";"41.287";"...";"38.610";"11.042";"1.933";"25.635";"12.231";"2.677"
"Nova Glória";"2006";"49.238";"...";"46.350";"13.610";"2.766";"29.974";"14.028";"2.888"
"Nova Glória";"2007";"59.350";"...";"56.283";"20.853";"3.357";"32.072";"14.782";"3.067"
"Nova Glória";"2008";"83.202";"...";"79.733";"15.480";"25.346";"38.907";"16.821";"3.469"
"Nova Glória";"2009";"59.958";"...";"56.692";"17.499";"3.382";"35.811";"16.267";"3.266"
"Nova Glória";"2010";"59.204";"6.953,75";"55.309";"11.454";"3.550";"21.962";"18.343";"3.896"
"Nova Glória";"2011";"76.963";"9.081,22";"72.087";"20.945";"4.601";"25.537";"21.004";"4.876"
"Nova Glória";"2012";"69.004";"8.172,89";"63.964";"10.481";"3.850";"26.888";"22.744";"5.040"
"Nova Glória";"2013";"91.105";"10.553,10";"85.409";"25.444";"5.684";"29.261";"25.020";"5.696"
"Nova Glória";"2014";"102.941";"11.964,31";"96.211";"26.706";"5.920";"36.718";"26.867";"6.730"
"Nova Glória";"2015";"100.915";"11.768,47";"93.842";"23.375";"5.335";"36.758";"28.374";"7.073"
"Nova Glória";"2016";"120.207";"14.062,55";"113.605";"41.297";"6.196";"36.799";"29.314";"6.601"
"Nova Iguaçu de Goiás";"2002";"9.862";"...";"9.500";"3.888";"260";"5.351";"3.634";"362"
"Nova Iguaçu de Goiás";"2003";"10.317";"...";"9.898";"4.423";"246";"5.229";"3.465";"419"
"Nova Iguaçu de Goiás";"2004";"11.669";"...";"11.198";"4.433";"343";"6.422";"4.245";"472"
"Nova Iguaçu de Goiás";"2005";"12.408";"...";"11.809";"3.890";"356";"7.562";"4.900";"599"
"Nova Iguaçu de Goiás";"2006";"12.665";"...";"11.986";"3.615";"525";"7.846";"4.536";"679"
"Nova Iguaçu de Goiás";"2007";"15.081";"...";"14.333";"4.553";"577";"9.203";"5.715";"748"
"Nova Iguaçu de Goiás";"2008";"18.557";"...";"17.748";"5.769";"653";"11.326";"7.189";"809"
"Nova Iguaçu de Goiás";"2009";"19.084";"...";"18.255";"6.178";"803";"11.274";"6.722";"828"
"Nova Iguaçu de Goiás";"2010";"22.848";"8.084,85";"21.964";"7.643";"1.104";"4.665";"8.552";"883"
"Nova Iguaçu de Goiás";"2011";"25.315";"8.935,78";"24.186";"8.293";"1.065";"5.287";"9.541";"1.129"
"Nova Iguaçu de Goiás";"2012";"29.097";"10.249,21";"27.918";"9.699";"1.221";"6.585";"10.413";"1.180"
"Nova Iguaçu de Goiás";"2013";"31.250";"10.680,17";"29.964";"10.927";"1.385";"6.768";"10.884";"1.286"
"Nova Iguaçu de Goiás";"2014";"33.934";"11.561,93";"32.412";"10.641";"1.377";"8.319";"12.074";"1.522"
"Nova Iguaçu de Goiás";"2015";"34.914";"11.859,33";"33.436";"11.305";"1.330";"8.265";"12.535";"1.478"
"Nova Iguaçu de Goiás";"2016";"35.286";"11.949,17";"33.775";"12.478";"1.289";"8.399";"11.608";"1.511"
"Nova Roma";"2002";"13.477";"...";"13.030";"5.588";"337";"7.105";"4.822";"447"
"Nova Roma";"2003";"15.626";"...";"15.073";"7.329";"341";"7.403";"4.745";"554"
"Nova Roma";"2004";"15.151";"...";"14.548";"6.230";"404";"7.915";"5.102";"603"
"Nova Roma";"2005";"15.695";"...";"15.019";"5.978";"383";"8.659";"5.464";"675"
"Nova Roma";"2006";"17.663";"...";"16.694";"5.612";"520";"10.563";"6.320";"969"
"Nova Roma";"2007";"25.022";"...";"24.150";"10.150";"1.639";"12.361";"7.966";"872"
"Nova Roma";"2008";"23.999";"...";"23.127";"9.072";"562";"13.493";"9.079";"871"
"Nova Roma";"2009";"27.630";"...";"26.710";"9.758";"758";"16.193";"11.048";"920"
"Nova Roma";"2010";"26.558";"7.658,08";"25.665";"10.360";"773";"4.536";"9.996";"893"
"Nova Roma";"2011";"29.567";"8.562,56";"28.327";"10.796";"823";"5.242";"11.466";"1.239"
"Nova Roma";"2012";"32.944";"9.593,49";"31.792";"11.933";"892";"5.928";"13.039";"1.152"
"Nova Roma";"2013";"33.267";"9.494,12";"32.156";"13.309";"905";"5.363";"12.579";"1.111"
"Nova Roma";"2014";"35.996";"10.322,81";"34.741";"14.866";"822";"6.074";"12.979";"1.255"
"Nova Roma";"2015";"44.217";"12.742,60";"42.124";"16.255";"1.233";"9.457";"15.180";"2.093"
"Nova Roma";"2016";"45.849";"13.277,91";"44.024";"16.635";"1.310";"8.669";"17.410";"1.825"
"Nova Veneza";"2002";"26.062";"...";"22.451";"2.771";"3.534";"16.146";"7.824";"3.610"
"Nova Veneza";"2003";"64.847";"...";"59.490";"4.163";"33.371";"21.956";"8.448";"5.357"
"Nova Veneza";"2004";"69.070";"...";"64.431";"4.945";"35.751";"23.736";"9.177";"4.638"
"Nova Veneza";"2005";"88.070";"...";"83.705";"4.184";"50.850";"28.671";"10.113";"4.365"
"Nova Veneza";"2006";"44.655";"...";"40.266";"4.127";"9.429";"26.710";"11.689";"4.389"
"Nova Veneza";"2007";"51.498";"...";"46.817";"5.123";"12.773";"28.921";"12.132";"4.680"
"Nova Veneza";"2008";"57.504";"...";"52.172";"6.248";"13.473";"32.451";"14.280";"5.332"
"Nova Veneza";"2009";"69.299";"...";"63.397";"8.009";"19.855";"35.533";"14.459";"5.902"
"Nova Veneza";"2010";"78.462";"9.652,15";"72.013";"9.081";"22.565";"22.098";"18.270";"6.449"
"Nova Veneza";"2011";"106.185";"12.853,74";"98.407";"8.870";"40.707";"27.242";"21.588";"7.778"
"Nova Veneza";"2012";"124.811";"14.879,71";"112.391";"9.957";"33.440";"45.230";"23.764";"12.420"
"Nova Veneza";"2013";"149.377";"16.963,06";"135.314";"13.561";"56.002";"38.799";"26.951";"14.063"
"Nova Veneza";"2014";"133.529";"14.907,77";"119.846";"12.337";"36.842";"40.293";"30.373";"13.683"
"Nova Veneza";"2015";"158.762";"17.436,77";"142.715";"12.332";"51.391";"47.318";"31.673";"16.047"
"Nova Veneza";"2016";"161.729";"17.486,15";"147.153";"13.387";"51.525";"48.788";"33.453";"14.577"
"Novo Brasil";"2002";"18.256";"...";"17.453";"7.399";"627";"9.428";"5.493";"803"
"Novo Brasil";"2003";"19.381";"...";"18.441";"8.360";"670";"9.411";"5.254";"941"
"Novo Brasil";"2004";"19.921";"...";"19.070";"8.496";"857";"9.717";"5.526";"851"
"Novo Brasil";"2005";"18.943";"...";"17.983";"7.328";"683";"9.972";"5.499";"960"
"Novo Brasil";"2006";"20.563";"...";"19.511";"7.324";"761";"11.427";"6.073";"1.052"
"Novo Brasil";"2007";"24.586";"...";"23.308";"9.600";"863";"12.846";"6.677";"1.277"
"Novo Brasil";"2008";"29.372";"...";"27.965";"11.178";"1.209";"15.578";"8.241";"1.408"
"Novo Brasil";"2009";"31.292";"...";"29.924";"12.830";"1.256";"15.838";"8.004";"1.369"
"Novo Brasil";"2010";"39.119";"11.125,87";"37.374";"16.708";"2.251";"8.840";"9.575";"1.744"
"Novo Brasil";"2011";"43.396";"12.509,68";"41.234";"18.684";"2.209";"9.867";"10.474";"2.163"
"Novo Brasil";"2012";"46.870";"13.704,67";"44.500";"19.473";"2.113";"11.660";"11.254";"2.370"
"Novo Brasil";"2013";"52.829";"15.334,92";"50.052";"21.595";"2.917";"12.552";"12.989";"2.777"
"Novo Brasil";"2014";"57.178";"16.856,77";"54.223";"22.672";"2.915";"13.937";"14.700";"2.955"
"Novo Brasil";"2015";"57.969";"17.350,80";"55.425";"24.393";"2.621";"13.156";"15.255";"2.544"
"Novo Brasil";"2016";"58.917";"17.902,58";"56.339";"26.017";"2.694";"12.858";"14.771";"2.578"
"Novo Gama";"2002";"144.295";"...";"135.990";"921";"9.603";"125.466";"68.497";"8.305"
"Novo Gama";"2003";"160.275";"...";"150.116";"968";"14.234";"134.914";"71.800";"10.159"
"Novo Gama";"2004";"204.088";"...";"191.660";"1.014";"16.506";"174.140";"94.554";"12.428"
"Novo Gama";"2005";"237.387";"...";"222.423";"957";"18.301";"203.166";"107.445";"14.964"
"Novo Gama";"2006";"278.133";"...";"261.732";"1.032";"19.839";"240.861";"126.840";"16.402"
"Novo Gama";"2007";"303.568";"...";"284.680";"1.382";"24.149";"259.148";"133.133";"18.888"
"Novo Gama";"2008";"373.010";"...";"350.054";"1.460";"28.808";"319.786";"171.190";"22.956"
"Novo Gama";"2009";"430.096";"...";"405.024";"1.969";"39.775";"363.279";"186.738";"25.072"
"Novo Gama";"2010";"467.546";"4.920,86";"437.562";"2.465";"42.014";"200.045";"193.039";"29.984"
"Novo Gama";"2011";"548.492";"5.677,80";"509.048";"2.596";"48.090";"240.153";"218.209";"39.444"
"Novo Gama";"2012";"600.967";"6.123,88";"561.869";"3.560";"51.853";"272.241";"234.215";"39.097"
"Novo Gama";"2013";"685.376";"6.648,65";"640.209";"3.080";"60.069";"309.858";"267.202";"45.167"
"Novo Gama";"2014";"752.163";"7.170,36";"706.160";"2.553";"70.020";"338.508";"295.079";"46.004"
"Novo Gama";"2015";"797.734";"7.478,03";"743.638";"2.379";"63.266";"360.776";"317.217";"54.096"
"Novo Gama";"2016";"813.231";"7.501,44";"759.523";"2.271";"57.450";"365.603";"334.198";"53.709"
"Novo Planalto";"2002";"16.374";"...";"15.605";"6.958";"484";"8.164";"4.603";"769"
"Novo Planalto";"2003";"19.716";"...";"18.471";"8.219";"543";"9.708";"5.108";"1.245"
